,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,device.browser,device.browserVersion,device.browserSize,device.operatingSystem,device.operatingSystemVersion,device.isMobile,device.mobileDeviceBranding,device.mobileDeviceModel,device.mobileInputSelector,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.flashVersion,device.language,device.screenColors,device.screenResolution,device.deviceCategory,geoNetwork.continent,geoNetwork.subContinent,geoNetwork.country,geoNetwork.region,geoNetwork.metro,geoNetwork.city,geoNetwork.cityId,geoNetwork.networkDomain,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.networkLocation,totals.visits,totals.hits,totals.pageviews,totals.newVisits,totals.bounces,totals.transactionRevenue,trafficSource.campaign,trafficSource.source,trafficSource.medium,trafficSource.keyword,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.referralPath,trafficSource.isTrueDirect,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adContent
42,Direct,20170529,1031696490870326890,1031696490870326890_1496061932,Not Socially Engaged,1496061932,1,1496061932,Chrome,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,mobile,Americas,Northern America,United States,(not set),(not set),(not set),not available in demo dataset,google.com,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
43,Organic Search,20170529,5628186170184545124,5628186170184545124_1496070433,Not Socially Engaged,1496070433,1,1496070433,Firefox,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,bell.ca,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
44,Referral,20170515,5790337181978193380,5790337181978193380_1494872314,Not Socially Engaged,1494872314,2,1494872314,Chrome,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,Sunnyvale,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,,,,(not set),mall.googleplex.com,referral,,not available in demo dataset,/,,,,,,,
45,Referral,20160831,9051788003667763181,9051788003667763181_1472675106,Not Socially Engaged,1472675106,1,1472675106,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,New York,New York NY,New York,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,30,21,1,,,(not set),mall.googleplex.com,referral,,not available in demo dataset,/,,,,,,,
46,Direct,20160831,7738029984145707240,7738029984145707240_1472672187,Not Socially Engaged,1472672187,10,1472672187,Edge,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,atrianetworks.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,,1,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
47,Direct,20160831,8094156417390986815,8094156417390986815_1472649695,Not Socially Engaged,1472649695,1,1472649695,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Northern Europe,United Kingdom,England,London,London,not available in demo dataset,co.uk,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),(direct),(none),,not available in demo dataset,,True,,,,,,
48,Social,20160831,958950942103905853,958950942103905853_1472688679,Not Socially Engaged,1472688679,1,1472688679,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Africa,Northern Africa,Morocco,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),youtube.com,referral,,not available in demo dataset,/yt/about/fr/,,,,,,,
49,Organic Search,20170801,5972339891972572984,5972339891972572984_1501629329,Not Socially Engaged,1501629329,1,1501629329,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Europe,Northern Europe,Ireland,County Dublin,(not set),Dublin,not available in demo dataset,meteor.ie,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,1,1,1,1,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
50,Organic Search,20170801,5751846517649143677,5751846517649143677_1501643371,Not Socially Engaged,1501643371,1,1501643371,Safari,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,tablet,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,San Francisco,not available in demo dataset,att.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,2,2,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
51,Referral,20170801,8727535974973642586,8727535974973642586_1501632185,Not Socially Engaged,1501632185,2,1501632185,Chrome,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,California,San Francisco-Oakland-San Jose CA,San Jose,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,not available in demo dataset,1,3,3,,,,(not set),gdeals.googleplex.com,referral,,not available in demo dataset,/offer/2145,,,,,,,
52,Organic Search,20170801,6336635210852161979,6336635210852161979_1501590180,Not Socially Engaged,1501590180,1,1501590180,Firefox,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Asia,Southern Asia,India,Delhi,(not set),New Delhi,not available in demo dataset,airtel.in,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,6,6,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
53,Organic Search,20170801,8861896340897249595,8861896340897249595_1501612079,Not Socially Engaged,1501612079,1,1501612079,Chrome,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,desktop,Americas,Northern America,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,verizon.net,not available in demo dataset,not available in demo dataset,not available in demo dataset,1,6,6,1,,,(not set),google,organic,(not provided),not available in demo dataset,,,,,,,,
